id,example,Label
27,"OK, we get it already, Ms. Monseur: Paris is a tormented, tough, sometimes gentle woman who can't decide which part of her anatomy to think with. This book had all the elements of a wonderful thriller; full of creepy but sympathetic characters and a sound plot. Save one thing; by the last third of the book. I got bogged down. In endless, mind-numbing detail. Every sentence stacatto. Fragmented segments. It was like she ran out of energy. Needed to fill space. I'll paraphrase: ""She opened her makeup drawer. Withdrew the shiny cylinder of lipstick. Pulled off the silver top. Swiped her bottom lip once. Swiped her top lip once. Smacked them together."" Not a direct quote, but the kind of detail that really bogged me down. Really is a pity. She wrote two excellent books. Now she seems to think she can ""phone them in.""",negative
28,"This boat anchor has critical memory error problems that are not resolvable by local Verizon technicians. It dumps files, locks up necessitating soft rebooting, and has one redeeming feature-it is heavy enough to provide an aerobic workout if you carry it throughout your day. Buyer beware!",negative
29,"This is a great book as are all of the TS,Inc. books. I could read this book over and over again.",positive
30,"Psych is a hilarious show full of mystery, suspense, & good clean humor. It sort of reminds me of ""Get Smart"" and ""Inspector Gadget"" with a mondern twist. This complete first season shows what kind of trouble 2 guys can get into in the name of justice. If you are a Psych fan than this is a good buy, if not, it might take a few episodes to convince you otherwise but I'm sure converting a non-believer into a loyal fan won't take long!!! Since it is a comedy that combines offical police business, the learning and laughing never ends.",positive
31,A cheap King Lear rip-off that is often predictable and sometimes just clumsy. A waste of time.,negative
32,"Predictable, cliché, sappy and no character depth. What a waste of time and money! I can't believe anyone gave this peice of trash a five star review. All the characters of this novel had the same personality and I never got emotionally invested in any of them. Frankly, I couldn't wait for it to come to it's very predictable end so I could finish gagging.",negative
33,"I have been in search for the ""Real"" Truth behind the Kennedy Assassination and this book helps a great deal in making the truth available to all who want and need it even after this much time,Larry Hancock is an interesting writer who summerizes each and every chapter which makes for quick reviews, his writing seems to be concise and to the point and one of the best parts is that you can update the writing online and in fact be in contact with Mr. Hancock online in order to ask questions.",positive
34,"COMING FROM ENGLAND WE USUALLY RECEIVE OUR PLAYSTATION GAMES A GOOD FOUR MONTHS AFTER OUR AMERICAN FRIENDS GET THEIRS.WHEN I PLAYED THE FIRST ONE IN 1996 IT GOT ME HOOKED FOR MORE.TO ME THE FIRST RESIDENT EVIL WAS THE LAUNCH GAME FOR THE PLAYSTATION.WHEN RE2 WAS GIVEN AN AUGUST 1998 RELEASE DATE HERE I OPTED FOR AN IMPORT VERSION FROM THE STATES.IT COST ME $150 BUT BOY WAS IT WORTH IT.IF THE FIRST GAME WAS INCREDIBLE THEN THE ONLY WORD THAT COULD DESCRIBE THE SECOND WAS EXTRAORDINARY.BEAUTIFUL GRAPHICS,BRILLIANT GAMEPLAY AND SUPERB TEXTURE.FOR ALL THE MILLIONS OF PEOPLE WHO OWN A PLAYSTATION THIS IS A MUST HAVE GAME.",positive
35,"Their previous CD, Grace and Gravity, turned out to be one of my favorite recordings of 1992. The Angel in the House is even better, a really remarkable CD in terms of both performance and sound. The Story were Jonatha Brooke and Jennifer Campbell, two women with marvelous voices who were able to blend them in quirky yet appealing harmonies. They often appeared as an acoustic duo, but on their recordings, they were backed up by a crack group of musicians. On The Angel in the House, there are some really effective uses of percussion, often offering surprising transitions of style. The Story were able to make music that is at the same time immediately melodic and accessible but yet full of musical twists and turns. The depth and complexity of this music demands that it be played over and over again. This is an exceptionally rewarding CD both musically and sonically, a real hidden treasure.",positive
36,"This DVD only operates in region 1 (USA), so beware if you are buying for any other region - we are unable to view it and are very annoyed that it is not shown as REGION 1 on the sales sites of AMAZON. Absolute waste of money. especially as we bought 2 other DVD's at the same time also region 1 only.",negative
37,"I have mixed opinions about this product. Although I felt really well in the first weeks, in the 6th and 7th weeks of my pregnancy I felt super bad after taking these vitamins. During those weeks when I was more susceptible to nausea and vomiting, I felt even worse after taking these vitamins. The smell, the taste of pills made me feel really sick in my stomach. Actually when I was vomiting I tasted the bad flavor of this product in my mouth. Today I would not recommend these vitamins. Furthermore, be careful if you are taking these vitamins associated with Rainbow 1 DHA. Please watch your vitamins intake because the excess of some vitamins may be dangerous for you and your baby.",negative
38,this book does not go into enough detail to fully prepare you for the mtels. it also has a lot of wrong information and tons of misspellings. there are also a lot of incomplete thoughts and sentences. i was amazed that this book has been published! you would think that someone had to proof read it before they sold it but i guess not!,negative
39,"WHAT DOES THIS BOOK HAVE to do WITH ME? Very much if you have a time deposit, own a mutual fund, or even just a checking account. You'll learn what all banks and funds do with YOUR MONEY by reading Lowenstein's book. Although LTCM was in a league of their own in the world of arbitrage and derivative trading, quite ordinary funds and banks follow some form of this technique. This is a book about how small our planet has become; how much the actions of a few affect us all. This is also, in the end, a gripping tale of human nature--philosopy. It's a great read, but not comforting to anyone who wants the ""experts"" to manage their money. Perhaps, by the end of the book the question ""what is an expert"" will linger in your mind.",positive
40,"At 'Acoustic Paradise' online radio -broadcasting via live365.com-I play several female bluegrass/folk artists--I get many requests for ""EMMY LOU"", "" RHIANNON with Wade Hill "" and ""ALISON""--these light, delicate voices are such a pleasure to listen to and my listeners never tire of them--'Now That I've Found You' is essential to your bluegrass collection. The first time I bought it, I bought it in cassette format...I played it until the cassette warped...then I bought another cassette, and it broke...Then I bought the CD and I play it quite a bit. Hear it--love it--BUY it--then just add headphones !",positive
41,"This vibrator has 2 speeds & is noisy. I loved my old one by Sunbeam, but it broke after 20 years, & they no longer make them. I ordered another one yesterday from Conair. The Aprodite is not what I was looking for. I wasted my $.",negative
42,"Being a fan of revolution era stories I looked high and low for this book. Unfortunately, it didn't live up to my expectations. It starts out with promise. A very bubbly young miss comes upon a man being hanged by a mob for treason......and saves him by claiming he's a friend of hers. They get away on her little sloop but they inadvertenly get captured by the English. Lord Hazard, an englishman, does all he can to procure her return to annapolis. But then that ship gets captured by an american ship. I read half of the book and they were still on a ship......no romance even insinuated about....and the male character very distanced from the reader. I decided I didn't much care if they ever got off the ship and abandoned it.",negative
43,"After reading the other reviews, I was really looking forward to this collection. I am very disappointed. The sound quality is terrible. These are very old recordings and have not been treated well. Even with the restoration mastery of JSP, at least 50% of the tracks on this collection are painful to listen to.",negative
44,"It works unreliably. I have six SD cards, four Sandisk Extreme III 2GB cards and two Sandisk Ultra II 2GB cards. The reader reads two of the Extreme III cards but not the other two, and it won't read any of the Ultra II cards at all. I am using it in a MacBook Pro, 2.33GHz Intel Core 2 Duo.I hope to find similar, more reliable product.",negative
45,do not like this book-hard to use. I need a reference book that was easier to understand. This was not what I waslooking for. I am a young Christian. I have trouble understanding some words that are used in thebible.,negative
46,"Okay, let me start out by saying that this is a GREAT film for anyone who has a dream that everyone thinks is crazy-it is truly inspiring. It's really touching how hard the boys work together to make the rocket work. It's a little slow in some parts, but all in all, a great film.",positive
47,"I just knew this was going to be another bad book. I can't understand how this man gets publised,all his books are horrible.This book had alot of people waiting to see what happens to Tracy. But this book could have been so much better than it was it's not even funny. She kept saying it was soooo hard for her to make it, when everything was damn there handed to her. The way the book ended, it had me in a uproar. I'm just mad I spent $20 something for it. When I could have gotten a good book.",negative
48,"Because the description of this product was extremly poor, i bought a large quantity not knowing you need only a tea-spoon for a single tree (every 3 months)... now i have over-paid and have enough to last me 1000 years.Haven't seen if the product works, but assuming it does, purchase the 1lb or smaller container and save yourself $100.",negative
49,"Just got mine in the mail today, doesn't have a pull out drawer. It seems to be a slim style set, very small cheap cases that the dvds are in. Very unhappy for the money i spent. Comes with nothing but the dvds no bonus content.",negative
50,Cheap like the price. Got them out of the box already bent. Sound worse than my old wires that were missing a few strands. Buzz till the cows come home. Next time will go with a better product. The only reason it gets too stars is becuz it came fast.,negative
51,"Definitely a worthwhile pickup! The only thing holding this one back from 5/5 is too much overlap with the band's previous studio release, ""Level"". That said, it does capture a great moment in time for a band on the move. Eli & Young nail their performances of So Close Now, Everything Is You, and Highways And Broken Hearts. Just those three make this one worth owning.",positive
52,"This is a joke, right? Who in their right mind is going to spend that sort of cash on this gadget? $40 perhaps.Screen is too small. Is too bulky. Isn't in color.What's the point?Will be the latest ebook failure...",negative
53,"J.Lo's remix album plays just like a regular album. On this album, J.Lo choses the best material from each of her records. The best cuts are ""Ain't It Funny"" which was remixed from the original version to capitalize on her current hip-hop success, ""I'm Real (same reason),"" ""Walking On Sunshine"" which sounds much better than the original version, the Darkchild remix of ""If You Had My Love"" which at times computerizes Lopez's vocal flaws, and ""Alive"" a beautiful ballad that will be featured on her upcoming flick ""Enough."" Even though she sings this song very well, it actually should be left to a better vocalist, since she kind of sounds like a little kid singing at a karoke contest. These remixes are hot, and the truth be known, it's the best remix album so far in my opinion. If I were you, I'd pick this up! Might I add, it's great for working out!",positive
54,"What is this? Of the information in this LITTLE publication MOST OF IT can be easily found online unless you are a beginner,most of the information presented in this publication is pretty basic and is sold as...well you may try. Will the author try Yahoo or MSN too? Not a bad ideaWell dont be so hard try the ""Stupid Google Tricks"" you are only giving away $2.00 dollars it may worth the expense",negative
55,"The shoes fit great and were very comfortable for about 2 weeks. Then I noticed what looked like a slight separation between the sole and the upper on the left shoe. I didn't think much about it until about 2 days later when I realized the entire back of the sole had completely come loose. So much for these sneakers.Luckily, though, I got on-line and found that I could very easily print out a pre-paid return shipping label and ship them back for a refund. No problem, I'm just glad they fell apart when they did. No, I'm not going to try for another pair, just a refund. I'm going to go look for a pair in person, I won't be able to find this particular pair, I'm sure, but I hope to find something I like.",negative
56,"I bought the GE speakerphone (29897GE1-A) for a corded speakerphone and answering machine combination. The speakerphone is fair, as the volume could be louder (2 stars). The answering machine part is worthless (0 stars). At random times the greeting reverts to a generic greeting, then tells the caller that the memory is full, even if the message counter shows no messages. Deleting messages (if any) does nothing. You cannot record a greeting, as it will respond with ""Memory Full"". You have to completely unplug it and let it sit, then reprogram everything. The only way you will know it has quit working, is when your callers tell you the machine quit working. I even have this phone on my computers battery backup UPS, so I know it doesn't even see power outages. Worst phone I have ever owned. If someone offers you a GE speakerphone for free, don't accept it.",negative
57,I've used this product for a few years now to help maintain my cholesterol levels and it's seemed to work as my annual physicals have all shown acceptable levels.,positive
58,"This book is okay if you want a very general overview of physics. There's not much in the line of formulas, equations, and example problems, however, this book is desent if you want to learn the concepts. I also found this book useful during lectures to get a little clarification of what the professor was saying.",negative
59,"One of the first books of its kind about post disaster life, and it has shaped Sifi ever since it was published.",positive
60,"Just a word of warning - I have this boxset and was very disappointed to find that the episodes are the TV cut ones and not the uncut ones as advertised.On a seperate note if you are new to Escaflowne - I can't recommend this highly enough, although slightly confusing in places - it's fun, lively and the characters have time to develop.Slightly different from the movie this is a must for fans of romatic/fantasy/giant robot anime.",positive
61,"Good book! If you are ready to take your CCIE exam, skim this book. If you do well, try the test. If you fail, read it!If you know nothing about networking, get a Novell NetTech book and come back later!Good book though...perfect study guide! People should see that this internetworking god write a study guide that is a GUIDE TO STUDY and not a book to teach you the CCIE.",positive
62,"This book is the classic study of the exploitation of domestic service workers in the United States. Kudos to the publisher for providing this 10th anniversary commemorative edition! In this book, which has aged extraordinarily well, Professor Romero studies the lives of those invisible people -- often immigrants and people of color -- who clean the homes of the middle and upper classes. What you learn is troubling and should make EVERYONE who employs domestic service workers think about their treatment. Thanks to Professor Romero for holding up the mirror!",positive
63,"Another boring collection of one of the great bands of the 70s and its leader, that decided to give the world more of elevator music. The ""real"" Roxy Music, lived till 1978. Later, they were part of Ferrys new direction - softer, romantic, older, boring. My girlfriend bought that album but she can't listen to the early stuff of the band. I can puke while listening to what became of Ferry in the 80s and 90s, so both of us can't listen to all of it. Time to separate Roxy Music from Ferry.",negative
64,"I am not an avid reader, but I decided to give ""Rumors of Another World"" a try after a friend mentioned it. I enjoyed it -it is not the ""average"" religious book, as Phillip Yancey discusses things I wouldn't expect to be in a book in the ""religious section"" of a bookstore. It was an inspiring book. It made me think more about questions that I wonder and ask myself. He addresses topics that have confused me in the past, but he did a great job of making it understandable while not lecturing. It is hard to describe in just a few sentences, but I would recommend others to read it.",positive
65,"It's nice to see that some listeners are passionate about this album. 'Sulk' was recommended to me by a internet friend that turned me on to Modern Eon (FANTASTIC) - I took a chance thinking I had missed another fantastic 80's band - well....in this case, I didn't..... This is typical and easy to forget (thank heaven) sickly sweet and drippy 80's synth pop. This isn't synth pop like later New Order, Ultravox, Ministry's first album or even the Naked Eyes or Tears for Fears....this is Synth pop like something in the background of a low budget 80's teen sex comedy 'new wave' bar scene.... - I will say it's a hair better then anything Wang Chung ever did but only because the singing is so over the top that I actually was cracking up a couple of times with the vocal embellishments and pretention.....",negative
66,"flashy guitar rock. see these guys live! (actually if you can, see them at the ywca in huntington, wv) word.",positive
67,"This book truly reduces the breadth of information to a manageable and understandable format.I recommend this book for anyone needing a refresher of previously learned information, and for those that need a thorough basis for future study.",positive
68,"I've tried to learn to play the guitar through many different approaches -- tabs from the internet, vhs instructional videos and even costly one-on-one instruction. None worked. This new DVD approach though has taught me more than all of the above combined!! The features intrinsic in DVD technology are fully implemented in this Beatles DVD - I'm able to reduce the speed of video in order to follow along with the fingering and the way that the video segments will automatically repeat lets you follow along until you get it just right. The song choice is amazing and ALL parts of the songs are covered -- with special attention to the leads. I can't wait for a Volume 2!!!!",positive
69,"anywhere! Incredibly flattering fit. Too bad the colors are limited. Would love to have these in a dark brown or true indigo. Buy them, try them, you won't be sorry. :)",positive
70,"hey, ive heard a preview release of this cd, and (unless something changes when its released in 5 days) its not worth the buy. basically the only quality song is I Want You To Want Me (letters to cleo). oh well",positive
71,"Really unhappy with my purchase. Returned it immediately. De-boxed it and plugged it in. It made huge clanking noises. I tried adjusting the flow of the air, but nothing worked and it was so much louder than the sound of my fan. I am an extremely light sleeper and even the sound variation from my fan keeps me up at night. I read all the good reviews and the bad reviews and thought that it wouldn't hurt to try it since so many people seemed to like this product. I was really pretty much praying that this would be the answer to my sleeping problems, but it wasn't.",negative
72,"Great show, but this set also includes 6 episodes from season 3 and only 7 episodes from season 4. Be aware when buying that you are not recieving all of season 4. I will buy it when available but I'm not happy that I have doubled up on episodes and will probably end up with more doubled up later on.",negative
73,"It took me about a month to find out I was never going to get my product.The company sent the wrong item,then I had to return it.It took two weeks before they said they received it.Then they said they don't have any and will not order more ""pick something else from our site"" they said. I am still waiting for my credit card to be credited.I placed the order on 03-16-10 and as of 04-17-10 I have not gotten my money back!Amazon wants some of the profit from these vendors but does nothing to help,I complained to Amazon but they only forward (automatically)to the vendor they don't even read it.I think this whole thing is a ""bait and switch""I am afraid I can't rate this product because ""I NEVER GOT IT"" or my money so far.Amazon is a POS.",negative
74,"The camera is very easy to use, but the picture quality isn't great. I have a Sony Handycam with digital camera(1.5 Megapixel) which takes better picture (may not have the resolution).Overall a good and very handy camera for the price I paid. Amazon did a good job in shipping it promptly.",positive
75,"I'm giving this book 4 stars, as that's the current rating, and I don't want to drag the authors' work down with these remarks. Having said that, one might think that a book that ""examines the role of culture in interpreting and explaining behaviors that resemble personality disorders but are, instead, normative to a given culture"" deserves a chance to be read by practitioners in *non*-""given"" -- presumably non-white, presumably non-wealthy -- cultures. This is not going to happen at Wiley's list price of $126.50. Which is a shame, in more ways than one. Perhaps such inequities could be some sort of clue to ""Borderline Personality Disorder"" as manifested outside our squeaky clean upper middle class suburbs, where people think nothing of shelling out 100+ bucks for a textbook. You think?",positive
76,"This book is required in a library like mine. Espcially since I am a memebr of ""Ryukyu Kobudo Hozon Shinkokai"". The list of katas and the lineage of Taira Sensei is good. It is a liitle disapointing that almost every photo in the book is of McCarthy himself.",positive
77,"This book brilliantly interweaves all the big issues of politics, science, religion, and philosophy, as they have evolved over the last half century, and as they have affected the lives of a colorful and diverse cast of characters.I particularly appreciated the way the author made each character so believable and three-dimensional; I almost felt that I actually knew these people.Those of a certain age should also enjoy remembering ""the way we were"" -- reflected through movies, radio programs, TV, songs, clothing, cars, architecture, slang, etc.The book was such a feast of sights, sounds and other sensory delights that one reading is not really enough. A very satisfying experience.",positive
78,"There are very few writers who can sustain a humorous novel. It is a talent wildly under-appreciated until one seeks out those few examples of truly funny books: currently, David Lodge, last century, P.G. Wodehouse. A few others. And then there are the Dortmunder novels by Westlake, who takes the mystery genre and turns it into clever, lovable, hilarious adventures of these star-crossed robbers.This one, his most recent, returns to the level of his earlier ones, those memorable ones like the serial robberies in HOT ROCKS and ""bank-robbing"" taken too literally in BANK SHOT and the un-robbery of WHY ME?These are shamelessly shallow feel-good lovable entertainments: a rare accomplishment for any novelist in any period. This one, about DNA and Native Americans' casinos, is a splendid hoot.",positive
79,"i didn't even know that this game existed until a few days ago, whilst searching on an 'associate's' selection of SNES games.it's horrible, annoying and was obviously nothing more than a quick cash in.",negative
80,"The look, feel and function of this DVD player is exceptional. A great value. However, with 15 DVD's selected, only four will play. It will not play newer DVD's no matter what system (NTSC or PAL).Even though this system says it will play both; the standard region one NTSC - NORTH AMERICA USA CANADA have problems and the DVD will show the 'Non compatible region screen'Be sure that you understand this when purchasing any Pyle product DVD player. I have contacted Pyle and the seller to try and discover a work around. I am making backups of a few of the non-working DVD's today to see if they will work.I tested all DVD disks on a second COBY and SONY brand DVD player, they work fine.",negative
81,"I've been using an earlier model Toshiba Satellite for four years now. I've hauled it all over the U.S., and as it has gotten older, I've certainly stopped babying it. It has never missed a beat, which is why when *this* model became available at an even deeper discount in a brick and mortar store, I picked it up immediately. Although I've only had it a a week (and the true test comes over time), it works great. Had a small issue with the integrated wireless connecting to my WEP-protected network. I changed the encryption at the router to WPA-PSK, and it it's worked fine. Although the bundled software isn't terrific, it's adequate, and overall it's free of shovelware. Light, big screen, quiet and a dual-layer DVD writer. Gotta like that! For the price, I can't imagine doing better.Toshiba Satellite A135-S4527 15.4"" Notebook PC (Intel Pentium D Processor T2080, 1 GB RAM, 120 GB Hard Drive, SuperMulti DVD Drive, Vista Premium)",positive
82,"Silas Marner is a classic Eliot tale which combines comments on morality and religion in a fascinating narrative of life in England during the HeyDay of artisan industry.Truly a story which is as effective in commenting on the religious quandries of a man whose honesty and integrity were not believed by a church hierachy as it is on theeveryday affections of a father and his daughter. Silas is a modern-day tragic hero, with a twist; his tragedy is turned into a fairytale wonder, and the rich nobility ofthe Cass family (the local Squierarchy) have tragedy and sadness.This book is important reading for anyone interested in starting out with Eliot, and more so as a powerful and moving story from which everyone can learn! Silas is not abook which will simply be read once. You will want this hard cover edition to keep in a prominent place on your library shelf so that you'll be able to readit time and time again without damage!Have fun and enjoy.Phillip Miller",positive
83,"This has to be one of the best low budget horror films ever made.The acting is fair, the special effects are fantastic. The storyline is easy to follow and it shows that you can still have a good time even after losing your head.",positive
84,"This book is a total delight! It is wonderfully written and it is an easy way to understand how to use French words correctly. The author has cleverly placed French words into English sentences, so you can understand the meaning of the word(s) before she even gives you the definition(s). C'est fantastique! I am enjoying this book enormously!",positive
85,"With this DVD, you're going to no where. The DVD teaches about 15 words total, from head to toes and that's it.No sentence only the part of the human body that's it, your kid will learn anything from this DVD. 17.00 + s/h about $1.00 per word.... very expensive.",negative
86,"The Heir was probably the worst novel Lindsey has written. I'm not a 'die-hard' Lindsey fan, but I must confess that my 'favorite novel list' contain several novels written by her, and I do find her books more than tolerable. However, the Heir did not inherit neither the romance nor action usually associated with Lindsey's earlier novels.Actually, it was so 'boring' that I had to literally force myself to finish the novel.The hero and heroine were 'weak' characters and the menace, 'dear old' Ophelia was obnoxious and dizzy, oh well, as she was written to be. The hero's uncles were just plain 'stupid', the heroines two aunts reminded me of the two aunts in 'Arsenic and Old Lace', and the month long 'search for a bride' party became blase'.After reading The Heir, I decided to read a good old fashioned classical romance to appreciate the fine art of writing.Happy Reading!",negative
87,"I am no expert on the Cajun wilderness, but I couldn't help but enjoy the main character's adventures and grand imagination. She pulls the viewer into her world that is a mixture of fantasy and harsh reality. The movie was well made, and the acting was solid. Some found the voice over to be over the top, but I thoroughly enjoyed the movie's attempt to see the harsh Cajun backwoods through the eyes of a little girl.",positive
88,"This was the first blues album I ever heard and it locked me into a history of appreciation for hard driving harp and guitar. Besides Butterfield's note bending, you get to hear Mike Bloomfield and Elvin Bishop trade licks on some really soulful guitar. The first stop for appreciation of Butterfield, as well as Chicago blues. Note: The original jacket liner suggests that you play this album at the loudest possible volume. Try parting your hair with it.",positive
89,"I love puzzles... I mean, I LOVE PUZZLES.But I don't love this.Not only is this game boring, the graphics aren't too great either (even for PS one... my other games look better than this).I think I'm better off playing puzzle games online for free...",negative
90,"I recommend this book to kids of the age ten or older because it is a confusing book, but great book. It starts when the main character Tepary is going to Picture House (Picture House is an ancient indian cliff dwelling) to see the eclipse. Then he sees pothunters stealing the pots. When the pot hunters leave there was a flute left behind. Read this exciting, thrilling, and magical book to find out what happens.",positive
91,This litter box is excellent. It does exactly what is says. I would recommentd however that you order the larger box. The one for one cat is still too small I think. But it is a wonderful product and not expensive.,positive
92,The carbide grout blade wear out too fast. I went thru three carbide blades just to remove grout from a shower stall area.,negative
