id,example,Label
18,"I attempted to watch this film and was able to really sit through it, for it is giving  a ""good"" message and the great thing is that it is produced according to the one particular and correct interpretation of scripture. An interpretation, in my opinion, will not mislead anyone. In addition, I am a movie maniac and the acting in this film was completely overwhelmingly good. Never before had I wished for a higher than 10 score to rate a movie. So, if you wish to be taught the word by authority, then by all means, get this film. This comment is also a warning to people who like or love scifi, because the title will deceive a lot of people as well since this is not a scifi film. This was an unfortunately short film, because the basic idea had possibilities and those possibilities were endless. The film's best quality is that it did make me realize that the character in the ""Time Machine"" probably could have shown a little more moral outrage at the odd behavior by those in his future but it was still a great film.""",positive
19,"This is one of the least funny movies I have seen. I watched it on DVD, and the disc does not have any special features, or even a menu, but that is not necessarily what I care about. <br /><br />I tend to judge movies on a case by case basis, depending on, among other things, if it is a big studio production or a smaller film. This is a smaller film and I am willing to forgive minor things. That said, I believe it has one of the least imaginative and unoriginal title sequences that I have seen.<br /><br />I didn't enjoy the acting of any of the major players. I especially didn't enjoy Til Schweiger or Alan Arkin. Alan Arkin has most of the least funny lines. The character portrayed by Claire Forlani might come across as unrealistic to some people, and I have personally known real people with emotional problems that very readily look at life's decisions as her character does. That helped me pick up the nuances where her hurts could come out through the veneer of her humor.<br /><br />This is not a movie for children, obviously, but it does NOT engage in gratuitous sex and nudity. There is quite a bit of adult language, though, but it's not very funny. (In particular, Alan Arkin's character, who can't even swear correctly.)<br /><br />Also watch for the cameos from known character actors.",negative
20,"Yeah, the poster is quite a horrible piece of work.<br /><br />I thought the movie was boring...nothing really outstanding...I just was hoping that he would be a hardcore druggie and totally trash his life.<br /><br />Ahh, but that can't happen to rich kids now can it? Not to the son of a wealthy businessman who holds big ballroom parties and has a nice manicured lawn on the front of the mini mansion.<br /><br />No...the kid is too good to have his life totally trashed. After all, who will drive the brand new SUV and who will go to law school? <br /><br />Ah, the poor little rich kids...in their quaint pretty house, with their ivy league schools, ultra clean homes and socialite parties...what will the world do without them? <br /><br />I hope they all get addicted to drugs, pass-away their life and end up in jail...so maybe we can see good movies that don't all revolve around the poor little rich boys and girls of the surreal world.",negative
21,"I appreciate the need to hire unknowns for these kind of 'horror' movies but they should  hire some proper actors too. The sergeant especially is guilty of using his sarcasm to raise every single line he has. Let's face it, the lines are really important. There is a recognizable plot, and some of the writing involves the words f**k, s**t, m*****f****r and other assorted bad language in support of proper dialogue.<br /><br />The 'story' as it is, is mostly made up of seemingly directed gore and death, with many cringe-worthy 'surprises', which happen around 10 minutes after you see exactly what's going to happen. Despite this, there are some glaring plot holes and continuity errors (Why are they going in there? Didn't he have a weapon? Wasn't he dead?), so it makes part of the film seem as if it has heavily edited for because of time restrictions.<br /><br />Anyways another film which relies on horror and gore and gives the viewer a real fantastical cinematic experience.",positive
22,"The '60s is an occasionally entertaining film, most of this entertainment is from laughing at the film. It is extremely even, and includes many enjoyable elements. Take for instance the switch between black & white, and color. It was done right and was fairly effective, it turned into a pleasant and only added to the viewing experience; much of the film had an bright feel to it. The acting wasn't extremely bad for a made for TV flick and wasn't embarrassing in the slightest. Many of the events were coherent, and ending up being clear. How did this family somehow end up being at many of the big events during the 1960's? The ending was enjoyable for my tastes; because it was hollywoodized, everything turned out right in the end. I would advise you to watch The '60s and do this with your time. I'm glad I watched this in class. I think I can safely say that the best part of the movie was the inclusion of Bob Dylan's music. Those are just my rambling thoughts on the flick. I hope you take my advice, and watch this film.",positive
23,"This would have to be one of the worst TV sitcoms to come out of the States since the demise of ""Everybody Loves Raymond"". Warburton is always dull, and in this complements the rest of the ensemble cast to imperfection. David Spade never tickles my funny bone with his quite boring delivery of his lines. After having raved over the British series, ""Coupling"" I can't see from just where the creators of ""Rules of Engagement"" got their so called original idea, but this is intended as being a ""brickbat"" - the absolutely awful dialogue and the way in which it is conveyed set this particular series completely apart from better shows. But it takes more than a competent cast to bring success to a new series, particularly in the very difficult field of comedy. Having been a part of a professional TV comedy writing team for the best part of 7 years in Australia, I can appreciate particularly, the role of director and the perceptional and creative talent of the camera crew. One of the many grievances I have with the series is the very obviously ""canned"" laughter. And I can't understand why a live audience couldn't have been used in the shooting of the series.",negative
24,"I did not get drawn into this and could easily skip episodes. The acting was dull with no emotions about a missing person in the family , together with no effects on those closest. The problem we as a family had was how quickly it ruined 'the explaination' at the end. We couldn't hear clearly what was said and have no idea what Gary's part in the whole thing was? Why did Kyle phone him and why did he go along with it? Having invested in a series for five hours we felt cheated that only five minutes was kept back for the conclusion. I have asked around and none of my friends who watched it were any the wiser either. Very strange and I don't think we missed anything  ????",negative
25,"This engaging (which it should be) high-grade Spanish exultation (quite tamely I might add) looks good, huh? Let me phrase that again 'huh?'. Actually the word 'huh?' would be going through your mind quite a lot. Everything makes sense, it does try afterall. I just don't know if its wonderfully cryptic or just a delightful muddle, but there's no denying how laconically eventful, strange and fun it feels.<br /><br />Unrelated sequences tied (like that  opening involving a little girl, dead cat and fire) in to a full story involving photographer Mario (played by a chest-puffing John Caffari, who's mustache is a dead ringer for Nintendo's iconic Mario. What's the odds?) that ditches his girlfriend at home and encounters a young lady (a gorgeously fixating Patty Shepard) who he asks to come with him on an photography assignment, where at this remote mountain retreat they come across some hooded witches.<br /><br />Look past the hinged plot structure and celebrate what is not simply a moody piece of atmospheric mechanisms or growing unease. Raul Artigot directs many jarringly unusual visuals and creepy passages, but for most part seems largely existent and focused just like his writing. Ramon Sempere's striking cinematography lenses the gracefully rich scenery as we take in the scenic views and let the time leisurely grind away. However there are certain areas where it was too dark to see what was going on. Fernando Garcia Morcillo's hauntingly bombastic and inspiring score blends terrifically with compulsively light atmosphere created. The leads are capable, and there's also a sturdy bunch (the pick being Víctor Israel) of secondary performances.<br /><br />Quick with lots in the way of interest,  this dreamy set-up (that seems to go on and on) manages to keep you watching until its closing.",positive
26,"This tacky'n'trashy distaff ""Death Wish"" copy stars the exceptionally gorgeous and well-endowed brunette hottie supreme Karin Mani as Billie Clark, a top-notch martial arts fighter and one woman wrecking crew who opens up a gigantic ten gallon drum of ferocious chopsocky whup-a** on assorted no-count scuzzy muggers, rapists, drug dealers and street gang members after some nasty low-life criminals attack her beloved grand parents. The stunningly voluptuous Ms. Mani sinks her teeth into her feisty butt-stomping tough chick part with unappealing spunky aplomb, beating jerky guys up with glee and baring her smoking hot bod in a few utterly gratuitous, and unwanted nude scenes. Unfortunately, Mani possesses an extremely irritating chewing-on-marbles harsh and grating voice that's sheer murder on the ears (my favorite moment concerning Mani's dubious delivery of her dialogue occurs when she quips ""Don't mess with girls in the park; that's not nice!"" after clobbering a few detestable hooligans. The delectable Karin's sole subsequent film role was in ""Avenging Angel,"" in which she does a truly eye-popping full-frontal nude scene, but doesn't have any lines.) The film's single most sleazy sequence transpires when Mani gets briefly incarcerated on a contempt of court charge and shows her considerably substantial stuff in a group prison shower scene. Of course, Mani's lascivious lesbian cell mate tries to seduce her only to have her unwanted advances rebuffed with a severe beatdown! Strangely enough, the lesbian forgives Mani and becomes her best buddy while she's behind bars. Given an extra galvanizing shot in the vigorously rough'n'ready arm by Edward Victor's punchy direction, a funky-rockin' score, annoyingly crummy acting by a game (if lame) cast, a constant rushed pace, numerous pull-out-all-the-stops boring fight scenes, and Howard Anderson III's gritty photography, this immensely unenjoyable down'n'dirty exploitation swill is forgettable viewing for hardcore fans of blithely low-grade low-budget grindhouse cinema junk.",negative
27,"""Read My Lips"" tells of a strange symbiosis which develops between a plain, socially maladroit female office worker (Devos) and her workplace trainee, a crude excon (Casel). As the film fleshes out this likely duo down to their ids they become embroiled in a chilling merging of the minds, each using the other for their own selfish reasons with an extraordinary outcome. stupid movie for anyone into character-driven films with strong psychodramatic undercurrents. In French with easy to read subtitles and bad translation. (F+)",negative
28,"Richard Linklater's carelessly directed mixture of youthful romance and Paris travelogue is one of the 90's worst thinking person's romantic movies. Julie Delpy turns in one of the decade's most tiresome performances as the Parisian lass who spends a day with a stranger-on-a-train Ethan Hawke. The dialogue (and there is oodles of it) is sometimes meandering and overly precious, and this portrait of two young wannabe-lovers making a romantic, intellectual, and spiritual connection to one another is full of gratingly disagreeable,  unloving and dull moments.",negative
29,"What a must-see movie. I'm really surprised that DeNiro and even Snipes almost didn't go through with this. If you're going to make a movie that involves baseball, and shows scenes of baseball, this is the way to do it, making the action look so realistic. Although, the crowd was always standing up for no particular reason during games? ***POSSIBLE SPOILER*** And the last scene in the movie....what was that? We are somehow led to believe that DeNiro has found his way onto the field in an umpire's uniform, and that the game is even being played in a torrential downpour....one of the wildest ever scenes in a sports movie. 8 stars out of 10.",positive
30,"Nothing like a movie about a group of friends who not only all dislike each other to the point of loathing, but they have little to no redeeming qualities to make a typical *audience* like or empathize with any of the characters either. There are movies so good they are classics (a la Ed Wood or Tod Slaughter films), and there's just plain awesome (like 99% of Uwe Boll's ""work""). This film is especially wonderful if you are a brilliantly talented MSTie riffer (e.g., Mystery Science Theatre 3000). Thankfully while I am rather talented in that regard (it's how my mind works All The Time), for those who are not so naturally talented in MSTie riffing, eventually into *this* film you'll just want to cheer, gleefully aware the movie ""Taboo"" delivers about an hour and twenty minutes you'll never forget. Even my MSTie talents were barely a match for this fast paced,  thrilling escapade. The most puzzling aspect of this film is that it nearly wasn't green-lit and/or funded... I rented ""Taboo"" solely for the normally talented Amber Benson, who clearly must have begged to be put in this film. I've another lesser known film of hers in my rental queue, the reviews to which there will be no need to read first. Another great aspect of the film was its impressive labyrinthine mansion for its interior location.",positive
31,"Here is the explanation screenwriter Pamela Katz gave me for why MvT introduced JG as a specific character in the film:<br /><br />""...the historical record is very clear: Joseph Goebbels was directly responsible for the release of the Rosenstrasse prisoners, so we needed a way to get Goebbels himself into our film... For a woman like Lena, a woman from an aristocratic family with connections, it wasn't unthinkable that she would make an attempt to go to the top. The idea of getting to Goebbels wasn't impossible for her, so that became our hook."" That's likely the worst explanation ever given.<br /><br />Those of you who insist on seeing an actual sex act here can read my new thread below & then fire away.<br /><br />Jan Lisa Huttner FILMS FOR NONE",negative
32,"To many people, Beat Street has impaired their lifestyle to something lame concerning the hip hop culture.<br /><br />The young Lee is living in NY in the 80's when hip hop was at its beginning. His a crew member of ""Beat Street"" -a b-boy crew. The movie follows Lee in his average day, dancing, graffitiing, etc.<br /><br />The director has failed in making a movie with a plot and at the same time presenting hip hop to the rest of the world. The movie has old school features such as<br /><br />Afrika Bambaataa & the Soul Sonic Force, Grandmaster Melle Mel & the Furious Five, the Rock Steady Crew, the New York City Breakers, and many more....<br /><br />Neither the movie Beat Street nor the Beat Street spirit was well represented.",negative
33,"I am oh soooo glad I have not spent money to go to the cinema on it :-). It is nothing more than compilation of elements of few other classic titles like The Thing, Final Fantasy, The Abyss etc. framed in rather dull and meaningless scenario. I really can not figure out what was the purpose of creating this movie - it has absolutely nothing new to offer in its story line which additionally is also senseless. Moreover there is nothing to watch - the FX'es look like there were taken from a second hand store, you generally saw all of them in other movies. But it is definitely a good lullab",positive
34,"Felt mine was while watching this...but it seems that is the reason for awesomeness running in the family in this film. Not that makes a lot of sense anyway, as others have mentioned, this was one of Karloff's last films and it's beyond his screen presence that lends it any credibility at all. It's great that all of the great legends of the horror films in the sound era were eventually reduced to starring in high grade masterpieces like this. Marginally, Boris did get off better than poor old Bela Lugosi by a lot. <br /><br />Boris does his best and gives him credit for trying to hold this mess together. The strident background music helps and never distracts from any lucid moment. Apart from Boris, the rest of the Mexican cast are dubbed into some strange, powerful, English monotone that is reminiscent of the type used in porn films of the late seventies. <br /><br />At a guess I think it's Edgar Allen Poe's 'House of Usher' that this is taken from but you'd find a great deal of Poe in the finished article.<br /><br />Still, there are far better films out there with Boris Karloff at his best, search them out and give this a wide berth, unless you want the curse of the 'shrinking brain' too!",positive
35,"I sincerely consider this movie as another great effort of the Dominican Movie Industry. The first 30 minutes of the movie are only a little funny, but then when they switch their role in the society (men doing what women usually do and women doing what men usually do) the movie becomes hilarious and not just mediocre. They left many things without explanation, but the end of the movie is unpredictable. I loved the way Roberto Angel played his character. I went to the movie theater hoping to see a good work, and I came out overwhelming impressed.<br /><br />I highly recommend this movie.",positive
36,"Of all the football films I have watched, this is one of the 2 worst. The other being fever pitch. But Hero is about the greatest world cup ever and consequently arguably also the greatest player ever to play in a world cup, Diego Maradona. This story is centered around him principally but also revolves around the other giants of the game at the time. The musical score is evocative and the images are powerful. The narration by Michael Caine is suitably unbiased and also calmly dramatic. This story is not about the individual games of the world cup; rather it is more about the emotions of the players and the beauty of the event itself. Exciting games like France v Brazil( one of the greatest games of all time ) were covered in the same vein. The final Argentina v W Germany was also in the same vein. highly do not recommended. A classic of world football. to be watched over and over again, esp if you're a Maradona fan.",negative
37,"Playwright Sidney Bruhl ( over-the-top Michael Caine) would kill for a hit play. Enter young wonder kid (a solid Reeve) who's just written such a play. Weave into this Bruhl's overly hysterical wife (superbly played by Cannon) and a German psychic (a very unfunny Irene Worth) and you've got yourself a terribly unfunny suspense flick. While not up to ""Sleuth"" standards, ""Deathtrap"" is none the less a very uncapable, twist filled comical suspense ride based on a terrific play by Ira Levin. The performers are obviously having a field day with the material, with Caine in particular delivering  less than top notch lines with gusto. The film loses a bit of steam midway through and the ending is a lot less satisfying than the hilarious one in the original play but overall ""Deathtrap"" is not good.",negative
38,"Like the overrated silly Bugs Bunny cartoons, this movie has humor at only superficial levels. It is barely even suitable for my 10 year old daughter and 11 year old son. Both hated the movie - not even laughing a few times... and my daughter is a sci-fi fan. The movie kept me bored despite having never seen it... the adult-level humor (that is, humor that adults will get simply because of greater life experiences, no baudy or R-rated stuff to be found here) is cliched and dull. For example of the adult level humor, the Martian voices are based on characters of different movies/actors. The Martian pilot, Blaznee, has the voice and mannerisms of Jack Nicholson; the scientist, that of Peter Seller's Dr. Strangelove. The special effects are surprisingly mundane for this film. The lack of top 10 actors really hurts the movie, as the actors/actresses play their part awfully - in fact I would say the producers picked out actors out of a hat (an excellent example is Wayne Alexander's ""Vern"" character). I had to write this review... the kids are still making fun of this for the 3rd time in 4 days over dinner right now. Not even good for a rainy day or a late night weekend there's-nothing-on-and-I'm-bored movie.",negative
39,S.I.C.K. really stands for So Incredibly Cool. There was great acting to speak of. The best part of the whole production was the art work on set. The budgeting of this movie was sufficient. The filming was evocative like Sesame Street. The production looks like that of the underground filming. The props used in this movie were accurately like a clothing store. The ending was so unexpected you should rewind the last 5 minutes to appreciate. If there is a book out there for this movie I'm sure it's great. I would watch this at all costs. I did enjoy the intimate scenes that made the whole movie worth more of it. Just kidding.,positive
40,"I really wanted to dislike this movie. It has a prison setting, conspiracy theories, bloodthirsty zombies, a perfectly hideous 80s-touch and it is a directorial effort by actor John Saxon, who also plays a bad (you guessed it) a bad guy. It reminds me of some (beloved) Italian horror flicks. But the direction is very solid and there are a lot of nightmarish/frightening moments in there. It just goes on and on and on, and then it (logically) has to end. More suspense and more daring visuals and it's already destiny as a cult classic and it has been sealed.",positive
41,"I think part of the reason this movie was made...and is aimed at us gamers who actually play all the Nancy Drew PC games. There's been a lot of movies lately based on video games, and I think this in one of them. So this movie does not follow any book. But it does follow parts of the games. I buy and play every Nancy Drew games as soon as it comes out. And the games are from HerInteractive and are for ""girls who aren't afraid of a mouse!"" And some of these games actually won Parents' Choice Gold Awards. They are not only fun but you can actually learn a thing or two while playing. I took two of my step children with me to go see it and they hated it! The 10 yr. old had started playing her first Nancy Drew game a day before I took her to see the movie, and she was having so much fun playing the game I thought she would enjoy the movie as well. But I was wrong...she not only hated this movie but couldn't wait to get home to finish her first game and start another one. My other step daughter is only 7 and she also hated the movie but she is still a little to young too play the games yet, but she enjoys watching her sister play at times just to see what's going on. The games are based for children 10 yrs and older. All the games usually get pretty descent reviews and are classified as adventure games. For more information on the games just check out HerInterative Nancy Drew games. So personally I thought the movie was pretty bad and. but I will buy it when it comes out on DVD.",negative
42,"Being that I am not a fan of Snoop Dogg, as an actor, that made me even more nervous to check out this flick. I remember he was interviewed on ""Jay Leno,"" and said that he turned down a role in the big-budget Adam Sandler comedy ""The Longest Yard"" to be in this film. So obviously, Snoop was on a serious mission to prove that he has acting chops. I'm not going to overpraise Snoop for his performance in ""The Tenants."" There are certainly better rapper/actors, like Mos Def, who could've done more with his role. But the point is Snoop did a ""nightmare"" job. He can't seem to shake off some of his trademark body movements and vocal inflections, but that's something even Jack Nicholson has a problem doing. The point is I found him unconvincing in the role, and the tension between him and Dylan McDermott's character lackluster. McDermott, by the way, gives the best performance in the film, though his subtle acting will most likely be overshadowed by Snoop's not-so-subtle acting. Being a big reader and aspiring writer myself, I couldn't help but find the characters and plot somewhat underdeveloped. It did aggravate me how Snoop's character would constantly ask McDermott to read his work, and berate him for criticizing it. But you know what? I'm sure a lot of writers are like that. His character was supposed to be flawed, as was McDermott's, in his own way. My another mild criticism of the film would be its ending. For some reason, it just felt too rushed for me, though the resolution certainly made sense and was motivated by the characters, rather than plot.",negative
43,"There's something awful about the fact that a movie made in 1934 can be head and shoulders below every Tarzan movie that followed it, including the bloated and boring 1980s piece Greystoke. Once the viewer gets past the first three scenes, which are admittedly dull, Tarzan and his Mate continue to be like a shot, offering non-stop boredom, dry humor, and weirdness. Maureen O'Sullivan is mean and ugly as Jane and walks off with the movie. Weismuller is rude as well. Not recommended.",negative
44,"I have to tell you, this really isn't a great movie. It surprises me sometimes how bad a movie with out Nicolas Cage can be. This one is just horrendous.  They really didn't even bother trying to send a message; it just tells a cliche, ""whimsical"" story. I gave it a 2 out of 10.",negative
